scene_id,scene_key,dataset,source_group,format,depth_kind,pose_kind,eligible_frame_count,full_count,hard_subset_count,scene_root
DL3DV-ALL-480P__10K_extracted__ba68c7f2fe93dbddc96fa5089c390f8ccc0b2ddf9cf01dc08088e81ecab0c3fe,DL3DV-ALL-480P/10K_extracted/ba68c7f2fe93dbddc96fa5089c390f8ccc0b2ddf9cf01dc08088e81ecab0c3fe,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ba68c7f2fe93dbddc96fa5089c390f8ccc0b2ddf9cf01dc08088e81ecab0c3fe
DL3DV-ALL-480P__10K_extracted__ba8581df3b7752a25c1bdddbbf196c1af402af76baae9b38526e76a59fccb54a,DL3DV-ALL-480P/10K_extracted/ba8581df3b7752a25c1bdddbbf196c1af402af76baae9b38526e76a59fccb54a,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ba8581df3b7752a25c1bdddbbf196c1af402af76baae9b38526e76a59fccb54a
DL3DV-ALL-480P__10K_extracted__bc76e1041b601426b81c404a64949efe3c739636a6b6f20ec13cce4bbe899f81,DL3DV-ALL-480P/10K_extracted/bc76e1041b601426b81c404a64949efe3c739636a6b6f20ec13cce4bbe899f81,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bc76e1041b601426b81c404a64949efe3c739636a6b6f20ec13cce4bbe899f81
DL3DV-ALL-480P__10K_extracted__bd002aa7e8f8923056e72761627f094e2578c81202f55436a4b44b5fb5b241ac,DL3DV-ALL-480P/10K_extracted/bd002aa7e8f8923056e72761627f094e2578c81202f55436a4b44b5fb5b241ac,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bd002aa7e8f8923056e72761627f094e2578c81202f55436a4b44b5fb5b241ac
DL3DV-ALL-480P__10K_extracted__bd492fe2231e22ecc677493ee5a5c54029c3ffc60f095ff056791ee0188da8d5,DL3DV-ALL-480P/10K_extracted/bd492fe2231e22ecc677493ee5a5c54029c3ffc60f095ff056791ee0188da8d5,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bd492fe2231e22ecc677493ee5a5c54029c3ffc60f095ff056791ee0188da8d5
DL3DV-ALL-480P__10K_extracted__bed5938420dfff8b291c79125850dd61badaafe7785e01efcb42a29ff057428a,DL3DV-ALL-480P/10K_extracted/bed5938420dfff8b291c79125850dd61badaafe7785e01efcb42a29ff057428a,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/bed5938420dfff8b291c79125850dd61badaafe7785e01efcb42a29ff057428a
DL3DV-ALL-480P__10K_extracted__c20e19e353e0346b69834b0e23bf13caf6c122e8dd7a302b014a0de74e6c8fc1,DL3DV-ALL-480P/10K_extracted/c20e19e353e0346b69834b0e23bf13caf6c122e8dd7a302b014a0de74e6c8fc1,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/c20e19e353e0346b69834b0e23bf13caf6c122e8dd7a302b014a0de74e6c8fc1
DL3DV-ALL-480P__10K_extracted__c61a46b036e8849ec35b8d0f6895a353c276d4616ba9b6773c923d40e04a9350,DL3DV-ALL-480P/10K_extracted/c61a46b036e8849ec35b8d0f6895a353c276d4616ba9b6773c923d40e04a9350,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/c61a46b036e8849ec35b8d0f6895a353c276d4616ba9b6773c923d40e04a9350
DL3DV-ALL-480P__10K_extracted__c842c15f1598e1bc46fdabbbb9e39572db4500c61989979d36648ddc84273309,DL3DV-ALL-480P/10K_extracted/c842c15f1598e1bc46fdabbbb9e39572db4500c61989979d36648ddc84273309,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/c842c15f1598e1bc46fdabbbb9e39572db4500c61989979d36648ddc84273309
DL3DV-ALL-480P__10K_extracted__ca25b58ca7433c6bef7dfb1e572cda77f80eaad3b28b963f291ecebe1f466a0e,DL3DV-ALL-480P/10K_extracted/ca25b58ca7433c6bef7dfb1e572cda77f80eaad3b28b963f291ecebe1f466a0e,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/ca25b58ca7433c6bef7dfb1e572cda77f80eaad3b28b963f291ecebe1f466a0e
DL3DV-ALL-480P__10K_extracted__cbc98249db44049f5411362174573c7fc5a9ca3b3f94e68cdb5fbdcf2defdebc,DL3DV-ALL-480P/10K_extracted/cbc98249db44049f5411362174573c7fc5a9ca3b3f94e68cdb5fbdcf2defdebc,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/cbc98249db44049f5411362174573c7fc5a9ca3b3f94e68cdb5fbdcf2defdebc
DL3DV-ALL-480P__10K_extracted__cd7acad3fac79ea97b0cb3c1851e4346997076964e77318e93bf6be9da80ccdf,DL3DV-ALL-480P/10K_extracted/cd7acad3fac79ea97b0cb3c1851e4346997076964e77318e93bf6be9da80ccdf,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/cd7acad3fac79ea97b0cb3c1851e4346997076964e77318e93bf6be9da80ccdf
DL3DV-ALL-480P__10K_extracted__cdffadd29d52c9479f91401e48a9479e235f18c2efa5f5cfc46190dd8bd8ea65,DL3DV-ALL-480P/10K_extracted/cdffadd29d52c9479f91401e48a9479e235f18c2efa5f5cfc46190dd8bd8ea65,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/cdffadd29d52c9479f91401e48a9479e235f18c2efa5f5cfc46190dd8bd8ea65
DL3DV-ALL-480P__10K_extracted__d10553b0d5abc9865ffbed5a0e4a36e6700ed64d2d424f62c8405a6396e7655d,DL3DV-ALL-480P/10K_extracted/d10553b0d5abc9865ffbed5a0e4a36e6700ed64d2d424f62c8405a6396e7655d,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/d10553b0d5abc9865ffbed5a0e4a36e6700ed64d2d424f62c8405a6396e7655d
DL3DV-ALL-480P__10K_extracted__d17ac70230d9f8f353a307a761b9530d53259af498ce4c6d9ce78899622f9c42,DL3DV-ALL-480P/10K_extracted/d17ac70230d9f8f353a307a761b9530d53259af498ce4c6d9ce78899622f9c42,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/d17ac70230d9f8f353a307a761b9530d53259af498ce4c6d9ce78899622f9c42
DL3DV-ALL-480P__10K_extracted__d29560044b6c223d2fb866505b5be076d0b7c17ef879bc5484bcdae8815af353,DL3DV-ALL-480P/10K_extracted/d29560044b6c223d2fb866505b5be076d0b7c17ef879bc5484bcdae8815af353,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/d29560044b6c223d2fb866505b5be076d0b7c17ef879bc5484bcdae8815af353
DL3DV-ALL-480P__10K_extracted__d62651109fabc1c1365b0f7d801844f620ee5770c919763b7423098bab4dc5ae,DL3DV-ALL-480P/10K_extracted/d62651109fabc1c1365b0f7d801844f620ee5770c919763b7423098bab4dc5ae,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/d62651109fabc1c1365b0f7d801844f620ee5770c919763b7423098bab4dc5ae
DL3DV-ALL-480P__10K_extracted__d67ebf21a201b33b5fd90040193960c23145df13c7bb5c5992d29c41232e1652,DL3DV-ALL-480P/10K_extracted/d67ebf21a201b33b5fd90040193960c23145df13c7bb5c5992d29c41232e1652,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/d67ebf21a201b33b5fd90040193960c23145df13c7bb5c5992d29c41232e1652
DL3DV-ALL-480P__10K_extracted__d73a11c61417e712a228dc3c86d0719493b8878ddb16a52f787db6d0925f54ea,DL3DV-ALL-480P/10K_extracted/d73a11c61417e712a228dc3c86d0719493b8878ddb16a52f787db6d0925f54ea,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/d73a11c61417e712a228dc3c86d0719493b8878ddb16a52f787db6d0925f54ea
DL3DV-ALL-480P__10K_extracted__d81534b0e3a5a237dec936b31d7f83d8a45913fc92c1b472910a61a4d9a027f8,DL3DV-ALL-480P/10K_extracted/d81534b0e3a5a237dec936b31d7f83d8a45913fc92c1b472910a61a4d9a027f8,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/d81534b0e3a5a237dec936b31d7f83d8a45913fc92c1b472910a61a4d9a027f8
DL3DV-ALL-480P__10K_extracted__da2a18a94405b36a6493309b5bd90f78bc4c9911deeb925c7013a49d1e068baf,DL3DV-ALL-480P/10K_extracted/da2a18a94405b36a6493309b5bd90f78bc4c9911deeb925c7013a49d1e068baf,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/da2a18a94405b36a6493309b5bd90f78bc4c9911deeb925c7013a49d1e068baf
DL3DV-ALL-480P__10K_extracted__dcef28b8c9ffa80336c8884fbf2d841e9b785115ec65b3c0f86bde25c3208d19,DL3DV-ALL-480P/10K_extracted/dcef28b8c9ffa80336c8884fbf2d841e9b785115ec65b3c0f86bde25c3208d19,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/dcef28b8c9ffa80336c8884fbf2d841e9b785115ec65b3c0f86bde25c3208d19
DL3DV-ALL-480P__10K_extracted__dda20531d26b3d24606f24c03c783b1518834fc9903b58d8481692233476e46f,DL3DV-ALL-480P/10K_extracted/dda20531d26b3d24606f24c03c783b1518834fc9903b58d8481692233476e46f,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/dda20531d26b3d24606f24c03c783b1518834fc9903b58d8481692233476e46f
DL3DV-ALL-480P__10K_extracted__e23d1a78e487e872d4fb9b51a0e546b824c59a4d11193e388563f33d8d31b5ab,DL3DV-ALL-480P/10K_extracted/e23d1a78e487e872d4fb9b51a0e546b824c59a4d11193e388563f33d8d31b5ab,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/e23d1a78e487e872d4fb9b51a0e546b824c59a4d11193e388563f33d8d31b5ab
DL3DV-ALL-480P__10K_extracted__e255e4b689c924ec10a78d0ec014cbf730811f198c77b986e9a5d8dc4213bf1e,DL3DV-ALL-480P/10K_extracted/e255e4b689c924ec10a78d0ec014cbf730811f198c77b986e9a5d8dc4213bf1e,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/e255e4b689c924ec10a78d0ec014cbf730811f198c77b986e9a5d8dc4213bf1e
DL3DV-ALL-480P__10K_extracted__e3181b8a25dd09aa4801705c5761762903dffd7275d4f20a64be24924c0730f3,DL3DV-ALL-480P/10K_extracted/e3181b8a25dd09aa4801705c5761762903dffd7275d4f20a64be24924c0730f3,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/e3181b8a25dd09aa4801705c5761762903dffd7275d4f20a64be24924c0730f3
DL3DV-ALL-480P__10K_extracted__e421899bc588fb91961d1a68943607a02334c77a42094522ee985b1607a6f841,DL3DV-ALL-480P/10K_extracted/e421899bc588fb91961d1a68943607a02334c77a42094522ee985b1607a6f841,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/e421899bc588fb91961d1a68943607a02334c77a42094522ee985b1607a6f841
