scene_id,scene_key,dataset,source_group,format,depth_kind,pose_kind,eligible_frame_count,full_count,hard_subset_count,scene_root
DL3DV-ALL-480P__10K_extracted__987df029ec0c71aeb60905e68c19df48193cbafb6b6901af997091c73e0454dd,DL3DV-ALL-480P/10K_extracted/987df029ec0c71aeb60905e68c19df48193cbafb6b6901af997091c73e0454dd,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/987df029ec0c71aeb60905e68c19df48193cbafb6b6901af997091c73e0454dd
DL3DV-ALL-480P__10K_extracted__98c2ce3e5c6022add60b8d645487679564dda24339892a95f14b59c087b0f747,DL3DV-ALL-480P/10K_extracted/98c2ce3e5c6022add60b8d645487679564dda24339892a95f14b59c087b0f747,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/98c2ce3e5c6022add60b8d645487679564dda24339892a95f14b59c087b0f747
DL3DV-ALL-480P__10K_extracted__98cc387c8c91ac662ebd88de3c2ad1e48ec6740c8dab581162f41e3cf452400a,DL3DV-ALL-480P/10K_extracted/98cc387c8c91ac662ebd88de3c2ad1e48ec6740c8dab581162f41e3cf452400a,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/98cc387c8c91ac662ebd88de3c2ad1e48ec6740c8dab581162f41e3cf452400a
DL3DV-ALL-480P__10K_extracted__98e31af3b7260f88e29e85c4d1f04b2287b40576f69d28627342c0aec2db97a1,DL3DV-ALL-480P/10K_extracted/98e31af3b7260f88e29e85c4d1f04b2287b40576f69d28627342c0aec2db97a1,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/98e31af3b7260f88e29e85c4d1f04b2287b40576f69d28627342c0aec2db97a1
DL3DV-ALL-480P__10K_extracted__9937f80f08a339ebf05fdb14704fdb6c59abf70ba6457b46c63afac6ae21f783,DL3DV-ALL-480P/10K_extracted/9937f80f08a339ebf05fdb14704fdb6c59abf70ba6457b46c63afac6ae21f783,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9937f80f08a339ebf05fdb14704fdb6c59abf70ba6457b46c63afac6ae21f783
DL3DV-ALL-480P__10K_extracted__99435ef200a70c39f7c46c137eae6f97ca1f72df443b5ac5d7c5d7b17c48e6d0,DL3DV-ALL-480P/10K_extracted/99435ef200a70c39f7c46c137eae6f97ca1f72df443b5ac5d7c5d7b17c48e6d0,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/99435ef200a70c39f7c46c137eae6f97ca1f72df443b5ac5d7c5d7b17c48e6d0
DL3DV-ALL-480P__10K_extracted__9952f2281490e7bcefa3930cf21f6cbc03bea68be4ffba829d73e06dedab9ac1,DL3DV-ALL-480P/10K_extracted/9952f2281490e7bcefa3930cf21f6cbc03bea68be4ffba829d73e06dedab9ac1,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9952f2281490e7bcefa3930cf21f6cbc03bea68be4ffba829d73e06dedab9ac1
DL3DV-ALL-480P__10K_extracted__996e46c8b2ee2c0cae0693eba6b08d111c0825c224c425bfea24f6b625ada7a0,DL3DV-ALL-480P/10K_extracted/996e46c8b2ee2c0cae0693eba6b08d111c0825c224c425bfea24f6b625ada7a0,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/996e46c8b2ee2c0cae0693eba6b08d111c0825c224c425bfea24f6b625ada7a0
DL3DV-ALL-480P__10K_extracted__999157553e69b0f3ae226fe464cecd4d4bad6bcea3df1a44628295fb12ab76f7,DL3DV-ALL-480P/10K_extracted/999157553e69b0f3ae226fe464cecd4d4bad6bcea3df1a44628295fb12ab76f7,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/999157553e69b0f3ae226fe464cecd4d4bad6bcea3df1a44628295fb12ab76f7
DL3DV-ALL-480P__10K_extracted__99af1ed494a8f585eefaec44b5a3cc1b88a166aa843999297be7559f5306d0bf,DL3DV-ALL-480P/10K_extracted/99af1ed494a8f585eefaec44b5a3cc1b88a166aa843999297be7559f5306d0bf,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/99af1ed494a8f585eefaec44b5a3cc1b88a166aa843999297be7559f5306d0bf
DL3DV-ALL-480P__10K_extracted__9a1568f467031652368ff3607318a087d6ed29c201b8f7eb67b60e4c017b493f,DL3DV-ALL-480P/10K_extracted/9a1568f467031652368ff3607318a087d6ed29c201b8f7eb67b60e4c017b493f,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9a1568f467031652368ff3607318a087d6ed29c201b8f7eb67b60e4c017b493f
DL3DV-ALL-480P__10K_extracted__9a16b921d4412a0278176be96cb526532734a469e5eb627cd33c51dcd26c3df8,DL3DV-ALL-480P/10K_extracted/9a16b921d4412a0278176be96cb526532734a469e5eb627cd33c51dcd26c3df8,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9a16b921d4412a0278176be96cb526532734a469e5eb627cd33c51dcd26c3df8
DL3DV-ALL-480P__10K_extracted__9a8b16dee20fcf1d717e7477be947792ca5d8c00babf32c9f19e51ce0cb86834,DL3DV-ALL-480P/10K_extracted/9a8b16dee20fcf1d717e7477be947792ca5d8c00babf32c9f19e51ce0cb86834,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9a8b16dee20fcf1d717e7477be947792ca5d8c00babf32c9f19e51ce0cb86834
DL3DV-ALL-480P__10K_extracted__9aaa19b7b5382820caa99bab3292c2cbc9030bdfbb500ee4773a5d1adc307770,DL3DV-ALL-480P/10K_extracted/9aaa19b7b5382820caa99bab3292c2cbc9030bdfbb500ee4773a5d1adc307770,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9aaa19b7b5382820caa99bab3292c2cbc9030bdfbb500ee4773a5d1adc307770
DL3DV-ALL-480P__10K_extracted__9aae8ae4d5ad1d1fe1a568cd7fc26dcfc9c4997ca4d9ce5d01dac0da882629d7,DL3DV-ALL-480P/10K_extracted/9aae8ae4d5ad1d1fe1a568cd7fc26dcfc9c4997ca4d9ce5d01dac0da882629d7,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9aae8ae4d5ad1d1fe1a568cd7fc26dcfc9c4997ca4d9ce5d01dac0da882629d7
DL3DV-ALL-480P__10K_extracted__9abd688c45eec10b33202851ac8cb602f7980aa88ef3455eb10f83ad93d8e815,DL3DV-ALL-480P/10K_extracted/9abd688c45eec10b33202851ac8cb602f7980aa88ef3455eb10f83ad93d8e815,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9abd688c45eec10b33202851ac8cb602f7980aa88ef3455eb10f83ad93d8e815
DL3DV-ALL-480P__10K_extracted__9ae77b6e1c060ffc021e2c8e72299a49851d53f70f2813f9c3f69e2b8ce8bffd,DL3DV-ALL-480P/10K_extracted/9ae77b6e1c060ffc021e2c8e72299a49851d53f70f2813f9c3f69e2b8ce8bffd,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9ae77b6e1c060ffc021e2c8e72299a49851d53f70f2813f9c3f69e2b8ce8bffd
DL3DV-ALL-480P__10K_extracted__9ae82cb27e35a9dbb807483d563d6fdb743390efced6be250d73123f3e58fae8,DL3DV-ALL-480P/10K_extracted/9ae82cb27e35a9dbb807483d563d6fdb743390efced6be250d73123f3e58fae8,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9ae82cb27e35a9dbb807483d563d6fdb743390efced6be250d73123f3e58fae8
DL3DV-ALL-480P__10K_extracted__9aecb53581ecf1e7eda93a6e904c236e9398673d0ec461fa43faee019456e4d4,DL3DV-ALL-480P/10K_extracted/9aecb53581ecf1e7eda93a6e904c236e9398673d0ec461fa43faee019456e4d4,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9aecb53581ecf1e7eda93a6e904c236e9398673d0ec461fa43faee019456e4d4
DL3DV-ALL-480P__10K_extracted__9b4a2c06f68f286bfb6e51e10db3be4761d1bdb40d6bffaec5d151147553786b,DL3DV-ALL-480P/10K_extracted/9b4a2c06f68f286bfb6e51e10db3be4761d1bdb40d6bffaec5d151147553786b,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9b4a2c06f68f286bfb6e51e10db3be4761d1bdb40d6bffaec5d151147553786b
DL3DV-ALL-480P__10K_extracted__9b62a777338123994375083b9d48b2cf704801ac61fd42635b44999af79cf537,DL3DV-ALL-480P/10K_extracted/9b62a777338123994375083b9d48b2cf704801ac61fd42635b44999af79cf537,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9b62a777338123994375083b9d48b2cf704801ac61fd42635b44999af79cf537
DL3DV-ALL-480P__10K_extracted__9b62ee3f52f362039601de514dade5956a3b5276199f6496e9f909e5d5cf188f,DL3DV-ALL-480P/10K_extracted/9b62ee3f52f362039601de514dade5956a3b5276199f6496e9f909e5d5cf188f,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9b62ee3f52f362039601de514dade5956a3b5276199f6496e9f909e5d5cf188f
DL3DV-ALL-480P__10K_extracted__9b9050cb9ee1054e5d04d07297c29394dd12a67b32555e80aca8d14a69decb5c,DL3DV-ALL-480P/10K_extracted/9b9050cb9ee1054e5d04d07297c29394dd12a67b32555e80aca8d14a69decb5c,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9b9050cb9ee1054e5d04d07297c29394dd12a67b32555e80aca8d14a69decb5c
DL3DV-ALL-480P__10K_extracted__9b9df4b397b899fb75c26beeea4633c3581d32914dc5df55e6a2c72ea8146ece,DL3DV-ALL-480P/10K_extracted/9b9df4b397b899fb75c26beeea4633c3581d32914dc5df55e6a2c72ea8146ece,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9b9df4b397b899fb75c26beeea4633c3581d32914dc5df55e6a2c72ea8146ece
DL3DV-ALL-480P__10K_extracted__9ba50e63bcd036100552ca389b8733b479b29715b2b7f452c0cfe0e22dc54546,DL3DV-ALL-480P/10K_extracted/9ba50e63bcd036100552ca389b8733b479b29715b2b7f452c0cfe0e22dc54546,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9ba50e63bcd036100552ca389b8733b479b29715b2b7f452c0cfe0e22dc54546
DL3DV-ALL-480P__10K_extracted__9baf95572a945a9b447ec7caf2b6654f231813895cac47107a506113796ddd94,DL3DV-ALL-480P/10K_extracted/9baf95572a945a9b447ec7caf2b6654f231813895cac47107a506113796ddd94,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9baf95572a945a9b447ec7caf2b6654f231813895cac47107a506113796ddd94
DL3DV-ALL-480P__10K_extracted__9bc417f83d2d1ee01dc5ef0b12dfc9be5ad6f62b500b5399d758cda43d7e4484,DL3DV-ALL-480P/10K_extracted/9bc417f83d2d1ee01dc5ef0b12dfc9be5ad6f62b500b5399d758cda43d7e4484,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9bc417f83d2d1ee01dc5ef0b12dfc9be5ad6f62b500b5399d758cda43d7e4484
DL3DV-ALL-480P__10K_extracted__9c141498c817249315734c6fbe9c3d598cd122cfe677cd98ff8469e76153a748,DL3DV-ALL-480P/10K_extracted/9c141498c817249315734c6fbe9c3d598cd122cfe677cd98ff8469e76153a748,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9c141498c817249315734c6fbe9c3d598cd122cfe677cd98ff8469e76153a748
DL3DV-ALL-480P__10K_extracted__9c1be42eb11f7fbd9f233c29ea52718fcce3a3a8e8c8ee44a292b273cc81d5e5,DL3DV-ALL-480P/10K_extracted/9c1be42eb11f7fbd9f233c29ea52718fcce3a3a8e8c8ee44a292b273cc81d5e5,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9c1be42eb11f7fbd9f233c29ea52718fcce3a3a8e8c8ee44a292b273cc81d5e5
DL3DV-ALL-480P__10K_extracted__9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8,DL3DV-ALL-480P/10K_extracted/9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8
DL3DV-ALL-480P__10K_extracted__9cd0d977bcfd4c134793fce751eb71b80fabf63064642c0ffc8e6d01bae98095,DL3DV-ALL-480P/10K_extracted/9cd0d977bcfd4c134793fce751eb71b80fabf63064642c0ffc8e6d01bae98095,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9cd0d977bcfd4c134793fce751eb71b80fabf63064642c0ffc8e6d01bae98095
DL3DV-ALL-480P__10K_extracted__9cd1493527b5a9eae415fe1649828c014c6f40ab1f480315ea0239a3d0b765e9,DL3DV-ALL-480P/10K_extracted/9cd1493527b5a9eae415fe1649828c014c6f40ab1f480315ea0239a3d0b765e9,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9cd1493527b5a9eae415fe1649828c014c6f40ab1f480315ea0239a3d0b765e9
DL3DV-ALL-480P__10K_extracted__9d19e3bebc99c459997aab0306f03e9d3ac9ba8528edb25b2ac8f0694e604e82,DL3DV-ALL-480P/10K_extracted/9d19e3bebc99c459997aab0306f03e9d3ac9ba8528edb25b2ac8f0694e604e82,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9d19e3bebc99c459997aab0306f03e9d3ac9ba8528edb25b2ac8f0694e604e82
DL3DV-ALL-480P__10K_extracted__9d323754bcbb4f036f5611eb760462542c3ef0527ec8d4a808adf691b0c53ea0,DL3DV-ALL-480P/10K_extracted/9d323754bcbb4f036f5611eb760462542c3ef0527ec8d4a808adf691b0c53ea0,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9d323754bcbb4f036f5611eb760462542c3ef0527ec8d4a808adf691b0c53ea0
DL3DV-ALL-480P__10K_extracted__9d44d654aa3af6ddeb22edf952455626478c3851fbfbdedc63adcea0f8bea44c,DL3DV-ALL-480P/10K_extracted/9d44d654aa3af6ddeb22edf952455626478c3851fbfbdedc63adcea0f8bea44c,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9d44d654aa3af6ddeb22edf952455626478c3851fbfbdedc63adcea0f8bea44c
DL3DV-ALL-480P__10K_extracted__9d4e6ce5dc227f7f2eff88b7ecca48191191e9ecc974a933110dcbe7eaf31a5e,DL3DV-ALL-480P/10K_extracted/9d4e6ce5dc227f7f2eff88b7ecca48191191e9ecc974a933110dcbe7eaf31a5e,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9d4e6ce5dc227f7f2eff88b7ecca48191191e9ecc974a933110dcbe7eaf31a5e
DL3DV-ALL-480P__10K_extracted__9d54ee2753b0e45a3f455a7711bf855687c5d6dccfef463247f613f82192c789,DL3DV-ALL-480P/10K_extracted/9d54ee2753b0e45a3f455a7711bf855687c5d6dccfef463247f613f82192c789,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9d54ee2753b0e45a3f455a7711bf855687c5d6dccfef463247f613f82192c789
DL3DV-ALL-480P__10K_extracted__9d7624e2feaf1d77a7471f4a68b59362e1c35552aaf554a163c3ad23a804d7c2,DL3DV-ALL-480P/10K_extracted/9d7624e2feaf1d77a7471f4a68b59362e1c35552aaf554a163c3ad23a804d7c2,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9d7624e2feaf1d77a7471f4a68b59362e1c35552aaf554a163c3ad23a804d7c2
DL3DV-ALL-480P__10K_extracted__9d778b9cbda919c5452c3af5ad3004eb290c75d2c3af5aabb36e5c5d9665f8d4,DL3DV-ALL-480P/10K_extracted/9d778b9cbda919c5452c3af5ad3004eb290c75d2c3af5aabb36e5c5d9665f8d4,DL3DV-ALL-480P,DL3DV-ALL-480P,nerf_transforms_images8_colmap_depth,colmap_photometric_bin,transforms_json_opengl_c2w,80,80,12,/home/m/dataset/ltm_datasets/DL3DV-ALL-480P/10K_extracted/9d778b9cbda919c5452c3af5ad3004eb290c75d2c3af5aabb36e5c5d9665f8d4
